age,income,employment_length,credit_score,credit_history_length,loan_amount,interest_rate,loan_term_months,loan_purpose,monthly_payment,dti_ratio,num_open_accounts,num_delinquencies,credit_utilization,home_ownership,loan_default
38,54888,3,771,13,19000,9.66,48,home_improvement,478.79,50.1,4,0,38.1,OWN,0
27,19834,3,772,6,41052,5.12,12,education,3516.62,85.0,2,0,23.0,MORTGAGE,1
57,31408,6,709,33,6747,9.15,60,debt_consolidation,140.55,68.7,4,3,32.1,OTHER,0
40,77161,1,656,17,25026,8.91,48,debt_consolidation,621.7,19.1,4,3,25.6,MORTGAGE,0
62,231506,0,724,39,52975,5.68,36,education,1603.93,15.3,6,0,42.199999999999996,MORTGAGE,0
21,18000,1,626,0,49131,5.35,48,home_improvement,1139.26,85.0,2,0,30.4,MORTGAGE,0
44,43448,1,656,26,26856,13.07,84,medical,489.59,56.8,5,0,37.0,MORTGAGE,0
65,62778,2,620,40,10615,8.7,36,medical,336.07,23.6,5,0,24.4,RENT,0
37,33871,14,752,12,31062,13.54,60,debt_consolidation,715.37,71.4,3,3,29.4,OWN,0
39,81610,8,742,19,45590,9.95,60,home_improvement,967.53,22.8,8,1,30.2,OWN,0
45,29142,13,677,27,12574,13.01,60,debt_consolidation,286.16,53.2,5,0,14.499999999999998,MORTGAGE,0
35,53761,32,818,12,23163,12.87,36,small_business,779.0,62.6,6,0,41.6,MORTGAGE,0
38,35837,2,713,20,15620,11.87,36,medical,517.84,17.8,10,0,29.2,OTHER,0
37,101890,1,708,14,11733,14.73,60,small_business,277.47,18.5,3,0,33.2,OWN,0
34,32668,4,699,9,14463,10.4,72,debt_consolidation,270.87,85.0,4,0,13.8,MORTGAGE,1
56,39690,10,579,38,19731,4.02,84,medical,269.88,63.9,5,3,3.9,MORTGAGE,1
47,86457,3,608,24,9482,4.66,48,debt_consolidation,216.91,21.1,5,0,43.9,MORTGAGE,0
45,26454,3,675,23,8455,7.39,48,debt_consolidation,204.0,85.0,4,4,30.9,OWN,1
51,51085,0,676,29,9674,12.97,36,home_improvement,325.82,25.5,4,0,9.3,MORTGAGE,0
38,18000,2,727,20,22686,8.4,60,major_purchase,464.35,85.0,7,0,36.5,OWN,0
32,25520,2,626,12,6463,10.82,36,major_purchase,211.04,85.0,6,1,28.499999999999996,MORTGAGE,1
34,61653,2,685,15,3820,12.14,48,debt_consolidation,100.86,29.4,7,2,11.600000000000001,MORTGAGE,0
42,27053,10,687,19,47134,10.66,36,debt_consolidation,1535.53,85.0,4,0,34.699999999999996,RENT,0
29,35357,0,690,4,8872,3.0,72,auto,134.8,24.0,4,1,24.6,MORTGAGE,0
35,65897,17,681,16,15743,5.25,36,major_purchase,473.6,17.3,5,0,13.900000000000002,RENT,0
35,34630,0,567,14,34392,17.06,60,home_improvement,855.84,85.0,7,0,41.5,OTHER,1
67,80314,14,499,43,6589,11.3,48,debt_consolidation,171.26,45.9,3,0,9.0,OWN,1
21,55792,3,604,0,6583,3.0,36,debt_consolidation,191.44,32.3,9,1,24.0,MORTGAGE,0
39,63666,6,637,14,11581,10.28,36,home_improvement,375.21,41.8,5,0,15.2,MORTGAGE,0
62,103216,1,585,42,35345,17.21,60,major_purchase,882.41,10.3,10,0,14.499999999999998,RENT,1
43,59390,5,675,19,17762,11.1,48,home_improvement,459.93,42.8,1,1,6.4,MORTGAGE,0
51,123415,10,767,27,17932,10.18,60,major_purchase,382.59,12.7,2,3,10.299999999999999,OWN,0
43,84690,0,738,25,14664,3.0,84,auto,193.76,39.4,8,0,24.8,MORTGAGE,0
33,35808,0,717,10,26728,8.92,36,auto,848.95,85.0,8,2,14.7,RENT,1
21,106498,1,758,0,49133,3.43,60,small_business,892.28,24.8,8,5,53.6,MORTGAGE,1
44,57429,0,606,23,145628,5.11,60,medical,2755.53,76.1,3,0,15.9,RENT,0
32,38684,0,643,8,16257,4.2,48,debt_consolidation,368.52,76.7,2,0,48.5,RENT,1
32,57932,5,729,8,52478,16.96,24,debt_consolidation,2593.62,85.0,5,7,34.5,MORTGAGE,1
36,95549,1,642,18,36296,12.91,72,home_improvement,726.89,18.1,2,4,63.4,MORTGAGE,1
62,64410,5,646,37,21739,15.6,36,debt_consolidation,759.99,52.0,3,0,34.5,MORTGAGE,0
70,146303,9,828,50,3839,4.71,48,medical,87.91,16.5,6,1,8.6,RENT,0
44,94081,5,687,19,13842,10.76,60,medical,299.3,22.1,5,0,43.4,RENT,0
36,67097,0,821,16,14231,5.97,48,major_purchase,334.02,38.2,3,0,13.200000000000001,OWN,0
27,26485,4,534,2,23182,6.4,12,medical,1999.46,85.0,2,3,39.800000000000004,OTHER,1
47,44009,2,629,25,15705,11.88,72,small_business,306.06,23.6,3,0,35.8,MORTGAGE,0
63,51174,2,712,38,12158,10.72,12,major_purchase,1072.96,60.1,4,2,4.9,OWN,0
39,74457,1,687,17,74682,11.14,24,home_improvement,3485.62,75.0,2,2,58.199999999999996,MORTGAGE,1
21,71854,13,515,0,45058,4.98,36,major_purchase,1350.02,31.3,12,5,21.9,OTHER,0
50,54269,6,661,29,4376,10.51,48,debt_consolidation,112.06,18.6,4,0,19.8,RENT,0
53,52691,0,850,35,14812,11.39,84,debt_consolidation,256.67,9.1,7,0,34.599999999999994,MORTGAGE,0
22,75529,3,699,0,28047,7.3,72,home_improvement,482.22,9.1,4,1,51.800000000000004,MORTGAGE,0
44,29285,1,728,25,45781,8.91,60,education,948.34,74.3,8,0,23.5,RENT,0
47,135578,19,628,28,13440,3.42,60,small_business,244.02,19.8,2,0,10.6,MORTGAGE,0
41,18000,19,699,16,15510,3.0,60,auto,278.69,44.6,3,3,3.4000000000000004,RENT,0
32,117388,1,679,12,19270,18.03,60,auto,489.65,9.6,5,2,21.8,OWN,0
54,47709,2,769,34,28661,10.82,60,small_business,620.59,79.2,7,0,30.8,OWN,0
37,89460,4,766,18,6155,8.56,36,small_business,194.47,10.9,4,0,14.7,MORTGAGE,0
24,60980,3,712,5,4399,13.19,36,medical,148.62,27.9,7,0,46.5,OWN,0
21,60332,1,685,0,43398,6.52,36,home_improvement,1330.5,58.0,6,2,27.400000000000002,RENT,1
57,68360,5,545,39,9017,10.44,12,debt_consolidation,794.58,33.6,4,4,43.3,MORTGAGE,1
49,79652,2,542,27,79686,14.43,84,debt_consolidation,1512.31,41.2,6,0,1.4000000000000001,OWN,0
43,40243,5,686,25,9852,5.59,60,medical,188.59,26.9,4,1,37.6,MORTGAGE,1
36,91206,2,749,16,15843,8.03,36,home_improvement,496.68,17.3,3,0,71.1,MORTGAGE,0
35,25573,6,786,15,23342,4.48,36,debt_consolidation,694.14,85.0,6,0,24.3,RENT,0
29,48864,5,608,9,4054,13.34,84,debt_consolidation,74.5,12.8,4,0,9.9,OWN,0
36,80949,3,559,12,133930,10.82,60,major_purchase,2899.95,75.7,7,0,9.6,MORTGAGE,0
21,89055,6,754,0,13677,14.69,48,auto,378.5,5.9,4,0,22.0,RENT,0
33,64632,3,614,12,10027,13.37,36,home_improvement,339.64,32.2,4,0,32.300000000000004,MORTGAGE,0
38,38714,0,553,13,7970,8.95,12,medical,696.8,38.4,2,0,6.5,MORTGAGE,1
49,83954,1,640,29,23230,11.64,60,debt_consolidation,512.52,29.7,6,0,9.9,MORTGAGE,0
41,32806,1,639,21,22105,11.69,60,education,488.26,39.9,6,0,28.7,MORTGAGE,0
51,140202,0,785,33,8161,12.93,24,education,387.72,17.4,5,2,41.099999999999994,MORTGAGE,0
58,46592,6,749,40,6902,15.87,12,major_purchase,625.8,62.3,6,0,51.800000000000004,RENT,0
54,19462,2,621,33,37747,5.64,36,medical,1142.19,85.0,5,0,21.099999999999998,OTHER,0
47,23937,0,791,24,11395,3.0,60,auto,204.75,56.6,2,2,33.2,OWN,0
42,50321,8,690,21,5406,5.8,72,education,89.08,55.9,3,3,3.9,MORTGAGE,0
30,53310,5,764,9,16259,11.89,72,major_purchase,316.94,36.1,2,0,7.8,RENT,0
50,159818,3,786,29,13613,11.66,60,auto,300.48,11.4,5,2,28.499999999999996,MORTGAGE,0
62,26288,1,658,44,70616,7.72,60,debt_consolidation,1422.39,85.0,3,5,24.4,MORTGAGE,1
46,50195,0,725,26,12512,8.91,36,debt_consolidation,397.35,13.3,5,0,11.0,MORTGAGE,0
65,25960,3,647,47,14533,6.66,36,auto,446.48,71.4,5,0,31.3,OWN,1
23,36475,10,754,0,21028,9.57,24,education,966.17,80.9,2,0,66.60000000000001,MORTGAGE,0
28,134643,1,687,9,12093,7.23,36,major_purchase,374.67,11.0,1,0,33.4,RENT,0
52,24790,4,756,33,24554,16.55,84,major_purchase,495.42,83.3,2,0,42.6,MORTGAGE,0
45,69718,16,801,22,8850,15.29,72,medical,188.53,44.0,8,1,9.3,MORTGAGE,0
57,62053,5,723,37,15252,12.9,12,small_business,1361.55,40.2,9,0,36.9,OWN,0
41,48314,2,672,20,23975,10.12,48,auto,609.45,59.5,3,1,10.2,MORTGAGE,0
31,66947,6,673,11,39988,14.56,36,auto,1377.6,39.6,2,0,13.600000000000001,OWN,0
39,24440,8,443,20,11964,10.39,60,debt_consolidation,256.5,76.6,3,7,26.6,MORTGAGE,1
23,132427,4,622,0,11864,10.64,36,auto,386.39,18.1,6,1,19.8,MORTGAGE,0
28,155578,10,754,5,53043,3.09,36,auto,1544.66,25.8,4,0,18.5,OTHER,0
53,50426,3,757,33,12255,11.04,60,debt_consolidation,266.7,42.0,3,0,40.6,RENT,0
52,209790,8,621,31,17331,4.84,72,major_purchase,277.83,11.6,5,0,72.39999999999999,MORTGAGE,0
46,38583,15,693,22,59809,8.39,36,debt_consolidation,1884.98,85.0,3,0,39.0,RENT,0
21,62333,3,664,0,18905,10.68,36,home_improvement,616.06,30.4,5,0,27.0,MORTGAGE,0
37,115743,4,735,13,15162,6.41,48,medical,358.94,23.8,1,2,46.300000000000004,RENT,0
27,37219,4,850,2,15975,11.91,60,debt_consolidation,354.63,12.2,6,0,33.1,RENT,0
56,21398,7,736,33,10739,14.21,36,debt_consolidation,368.13,75.7,3,0,11.3,MORTGAGE,0
34,18638,8,626,11,24724,6.46,48,medical,585.87,85.0,10,0,23.5,RENT,0
28,168804,0,673,3,9444,10.47,60,small_business,202.85,11.2,4,0,19.0,RENT,0
42,35688,6,792,24,31099,5.01,36,debt_consolidation,932.2,85.0,5,0,46.0,OWN,1
34,43851,7,567,13,18226,5.33,12,small_business,1563.04,80.7,4,0,16.7,OWN,0
59,25143,6,630,41,21265,11.24,72,auto,407.38,72.2,2,0,49.9,RENT,1
33,86595,6,736,9,60523,12.85,60,auto,1372.44,44.1,5,1,34.1,RENT,0
25,30670,0,783,6,6539,3.96,60,debt_consolidation,120.31,61.0,2,0,42.9,RENT,0
21,36506,2,728,0,18344,18.19,24,education,917.49,74.1,6,0,54.50000000000001,RENT,0
41,58671,8,631,19,28188,8.01,72,major_purchase,494.36,57.5,7,0,11.0,MORTGAGE,0
35,25888,13,722,10,11715,10.83,36,major_purchase,382.59,85.0,5,0,34.2,OWN,1
24,44039,1,713,4,35093,7.86,36,major_purchase,1097.42,85.0,4,0,12.6,MORTGAGE,0
56,113700,4,708,31,12316,8.86,48,major_purchase,305.67,3.2,10,2,27.200000000000003,OWN,0
50,63383,8,672,25,22117,16.07,72,small_business,480.61,49.1,3,4,72.39999999999999,RENT,0
41,53014,6,684,19,16540,16.02,84,debt_consolidation,328.71,58.2,7,0,3.2,OWN,0
58,55765,4,607,37,20196,3.4,60,major_purchase,366.5,25.0,3,0,31.1,MORTGAGE,0
49,38813,0,850,31,18991,7.75,84,medical,293.64,45.3,1,1,36.5,MORTGAGE,0
32,162379,6,692,7,17634,21.8,48,debt_consolidation,553.67,13.8,5,0,10.100000000000001,RENT,0
29,30112,7,723,8,12946,8.27,12,medical,1127.77,82.8,9,1,48.1,RENT,0
51,55634,6,662,30,11324,11.69,36,major_purchase,374.44,30.1,2,1,22.400000000000002,MORTGAGE,0
46,52523,7,747,27,22498,14.55,36,debt_consolidation,774.95,85.0,4,4,14.899999999999999,MORTGAGE,1
44,89792,2,576,23,18711,13.41,60,debt_consolidation,429.67,22.5,5,3,26.3,MORTGAGE,1
31,95025,25,540,11,11109,3.0,24,debt_consolidation,477.48,26.8,6,0,54.6,RENT,0
49,48088,7,677,30,22933,11.34,36,auto,754.49,56.3,3,0,44.1,OWN,0
32,58360,4,844,10,13045,17.0,60,debt_consolidation,324.2,33.6,7,0,56.00000000000001,MORTGAGE,0
40,59702,13,776,19,53573,10.12,24,auto,2475.09,59.8,5,1,45.800000000000004,RENT,0
59,18000,11,615,37,102994,5.84,48,small_business,2411.27,85.0,6,0,26.3,MORTGAGE,1
34,18894,8,721,14,47683,5.91,12,debt_consolidation,4101.93,85.0,2,0,25.6,RENT,0
23,34096,4,629,3,45859,9.2,60,debt_consolidation,956.41,41.1,5,0,15.299999999999999,OWN,1
29,34997,3,714,9,31885,12.7,72,debt_consolidation,635.03,68.3,5,2,5.5,MORTGAGE,0
53,23871,1,720,29,15570,21.56,72,major_purchase,387.16,85.0,6,1,10.0,MORTGAGE,1
45,76860,1,754,20,4772,8.84,24,education,217.66,35.0,5,2,22.400000000000002,OTHER,0
40,49083,3,554,18,8799,12.25,48,debt_consolidation,232.79,14.3,2,3,26.6,OWN,1
35,43095,4,578,13,11229,3.82,24,debt_consolidation,486.72,46.2,3,1,21.4,OWN,1
47,23070,1,673,29,41999,3.26,24,medical,1810.0,85.0,1,0,40.400000000000006,RENT,0
31,47727,12,597,12,21575,8.01,60,small_business,437.57,28.5,7,0,18.6,MORTGAGE,0
45,18000,4,591,22,11365,11.78,48,small_business,298.06,85.0,5,0,36.7,OWN,1
33,44454,3,701,12,4956,9.65,24,home_improvement,227.89,31.9,7,0,13.200000000000001,MORTGAGE,0
31,50914,2,606,12,91372,10.21,36,auto,2957.33,85.0,3,3,4.2,MORTGAGE,0
34,56678,0,850,14,26194,8.9,36,medical,831.74,31.5,5,0,46.7,RENT,0
37,19178,10,637,12,34062,9.89,36,auto,1097.33,85.0,7,0,5.800000000000001,RENT,1
41,56099,1,658,16,12394,8.82,36,auto,393.09,39.2,7,0,20.200000000000003,RENT,0
44,26242,5,703,23,16366,4.6,60,debt_consolidation,305.86,83.9,4,7,73.9,MORTGAGE,1
21,30107,4,559,3,14175,4.03,36,home_improvement,418.69,71.5,8,2,25.0,RENT,1
32,75414,4,720,13,18864,15.44,36,auto,658.0,29.9,6,7,19.400000000000002,OWN,1
37,164138,3,707,17,65647,6.71,12,auto,5671.45,47.8,5,0,18.099999999999998,MORTGAGE,0
60,50554,1,652,39,7762,9.04,60,debt_consolidation,161.28,58.6,6,0,61.6,RENT,0
29,30023,1,701,5,17520,14.76,60,major_purchase,414.6,72.2,4,0,7.9,MORTGAGE,0
43,54896,3,714,22,23216,8.92,36,small_business,737.4,26.9,3,0,22.400000000000002,MORTGAGE,0
59,86113,7,794,39,16617,13.51,48,auto,450.01,6.3,12,7,49.7,RENT,0
26,71153,2,850,4,36196,6.45,60,medical,707.37,46.5,8,0,33.900000000000006,RENT,0
46,254197,1,595,22,5351,16.22,36,debt_consolidation,188.71,2.7,6,0,26.1,RENT,0
32,31913,0,576,13,67416,10.91,48,home_improvement,1739.46,85.0,5,0,23.0,OTHER,0
35,57030,5,688,11,6909,9.89,12,medical,607.06,22.3,8,2,33.7,RENT,0
32,124163,2,513,7,8175,9.34,72,auto,148.74,14.4,7,0,67.60000000000001,RENT,0
33,119574,0,731,12,13165,13.06,36,medical,443.96,19.1,5,0,23.599999999999998,RENT,0
74,18000,5,689,50,11460,10.94,36,home_improvement,374.86,85.0,4,0,45.4,MORTGAGE,1
52,48922,1,709,34,24273,3.0,60,medical,436.15,39.9,6,0,37.0,RENT,0
55,119457,3,655,34,22383,8.21,48,debt_consolidation,548.64,17.5,7,1,65.10000000000001,RENT,0
47,277724,1,700,26,19525,11.29,48,auto,507.39,4.5,1,4,19.7,RENT,0
22,74777,13,717,0,6684,6.13,72,small_business,111.18,19.1,2,2,47.099999999999994,MORTGAGE,0
46,39311,1,696,21,16356,7.98,36,debt_consolidation,512.39,54.6,8,1,13.4,RENT,1
54,26755,2,572,36,18284,8.45,84,home_improvement,289.09,70.3,1,0,25.0,MORTGAGE,1
31,185580,16,693,13,42727,16.38,60,small_business,1047.68,14.1,4,4,7.3,MORTGAGE,1
53,75905,1,828,30,20735,12.39,72,medical,409.59,14.9,10,4,56.3,RENT,0
50,29470,5,699,27,23573,11.32,36,major_purchase,775.33,47.3,5,1,12.4,RENT,0
64,43395,1,690,43,71235,5.34,24,debt_consolidation,3136.04,85.0,7,0,34.599999999999994,RENT,1
36,59048,0,804,16,8005,7.26,48,auto,192.66,37.3,2,1,44.5,OWN,0
28,67933,4,620,3,13743,13.4,36,auto,465.71,58.1,7,1,41.6,MORTGAGE,0
37,28573,12,751,19,8142,12.64,24,medical,385.71,79.9,4,0,11.899999999999999,OWN,0
59,33910,3,637,37,55523,4.32,24,debt_consolidation,2419.0,85.0,2,1,42.6,RENT,1
21,18182,4,766,3,58243,15.6,36,medical,2036.17,85.0,3,0,11.5,OWN,0
21,91478,4,743,0,52573,6.56,36,debt_consolidation,1612.75,50.4,6,1,20.5,MORTGAGE,0
43,39935,2,647,22,26454,11.43,72,small_business,509.37,15.9,6,3,64.3,RENT,0
36,64847,4,658,17,23537,20.93,60,small_business,635.83,42.9,7,0,12.3,OWN,0
42,115076,1,758,20,13086,8.33,36,major_purchase,412.06,18.1,4,0,43.3,MORTGAGE,0
53,55933,2,531,34,30902,10.67,60,small_business,666.81,62.0,13,5,25.1,RENT,1
35,45808,2,644,17,7354,7.76,48,home_improvement,178.71,35.1,6,1,16.0,MORTGAGE,0
21,55069,9,729,2,7336,10.7,48,debt_consolidation,188.54,31.9,5,0,64.9,MORTGAGE,0
66,50915,2,655,45,13441,15.7,24,major_purchase,656.19,15.5,7,0,37.3,MORTGAGE,0
30,103538,5,690,6,67568,9.22,72,major_purchase,1225.34,14.2,3,0,9.3,RENT,0
29,59071,1,516,9,12589,8.82,60,auto,260.23,35.7,2,0,7.8,MORTGAGE,0
55,35360,1,611,37,13837,14.41,48,medical,380.97,81.1,3,2,10.6,OTHER,1
37,91923,5,734,16,22058,4.95,48,small_business,507.48,25.5,2,3,47.199999999999996,RENT,0
41,102568,7,619,23,33827,10.33,60,education,724.23,22.0,5,2,47.8,RENT,0
47,21960,3,575,28,43321,7.09,36,major_purchase,1339.41,85.0,3,0,19.900000000000002,MORTGAGE,0
55,122966,2,764,30,8231,9.05,48,auto,205.02,15.5,2,1,12.7,RENT,0
37,61012,12,721,18,16853,6.45,24,major_purchase,750.36,48.0,5,4,1.0,RENT,0
60,58102,0,592,37,21102,4.28,24,small_business,918.98,31.5,4,4,14.299999999999999,MORTGAGE,0
21,89677,6,691,3,22636,3.0,48,debt_consolidation,501.03,25.7,6,3,29.4,MORTGAGE,0
51,34885,5,595,28,33059,8.19,36,auto,1038.85,55.5,7,0,55.2,MORTGAGE,1
31,86898,5,667,13,32018,10.91,60,major_purchase,694.71,37.0,4,1,29.2,OWN,0
58,39102,13,694,39,18358,13.25,84,debt_consolidation,336.47,26.3,7,1,31.8,RENT,0
43,20232,6,615,25,40403,4.66,72,auto,644.33,85.0,9,0,65.5,MORTGAGE,0
33,26939,1,739,10,35530,10.61,48,home_improvement,911.58,85.0,1,7,16.6,MORTGAGE,1
49,68886,2,751,30,33586,12.24,36,major_purchase,1119.39,25.9,2,0,23.799999999999997,MORTGAGE,0
52,27797,2,701,29,12454,11.44,48,auto,324.55,44.5,2,0,14.099999999999998,MORTGAGE,0
49,128803,0,713,31,29703,11.03,24,debt_consolidation,1384.81,38.4,8,1,24.4,RENT,0
29,100064,12,563,4,41877,3.0,84,debt_consolidation,553.33,29.1,2,0,11.700000000000001,OTHER,0
36,109104,0,788,12,12585,9.52,84,home_improvement,205.82,18.5,6,1,47.0,OWN,0
41,52831,6,672,21,19773,9.67,72,auto,363.03,46.4,4,0,41.0,MORTGAGE,0
41,57223,6,605,23,53923,12.18,60,education,1204.4,27.6,7,0,23.400000000000002,OWN,0
50,23951,9,691,32,23802,15.55,48,home_improvement,669.08,85.0,8,6,24.4,MORTGAGE,0
21,89096,4,739,0,16958,8.96,60,medical,351.69,39.1,4,0,64.2,OWN,0
46,61568,6,720,21,50167,8.62,36,home_improvement,1586.44,48.9,6,0,37.6,MORTGAGE,0
38,68898,1,593,17,12973,10.52,72,small_business,243.75,47.2,4,0,5.7,RENT,0
31,134994,6,740,11,5501,10.09,24,education,254.07,10.6,6,0,29.9,MORTGAGE,0
33,34078,2,675,14,10452,11.73,60,debt_consolidation,231.08,55.0,1,0,1.6,OTHER,0
39,45447,11,720,20,39942,12.12,72,medical,783.37,30.1,5,0,35.6,OWN,0
21,59635,0,615,0,25964,9.3,36,small_business,829.28,47.7,5,0,41.8,RENT,0
33,27965,1,763,13,18914,12.0,48,major_purchase,498.08,79.3,7,0,18.8,MORTGAGE,0
31,43802,3,694,11,37903,9.12,72,home_improvement,685.48,49.0,6,0,38.6,MORTGAGE,0
48,65891,7,775,30,20268,4.2,84,small_business,278.91,17.4,8,0,16.400000000000002,MORTGAGE,0
32,40325,6,557,11,15434,5.38,60,debt_consolidation,293.95,50.4,5,1,3.5000000000000004,RENT,0
39,107515,1,567,14,32356,3.0,72,debt_consolidation,491.61,14.8,4,0,38.800000000000004,MORTGAGE,0
60,19800,0,660,36,13802,16.65,72,small_business,304.35,85.0,5,0,28.199999999999996,RENT,0
53,96149,1,797,34,25416,15.14,84,medical,492.44,23.9,4,0,28.4,RENT,0
52,72890,3,837,28,10339,14.14,48,debt_consolidation,283.26,19.9,7,0,33.1,RENT,0
36,34846,3,608,12,8619,9.13,36,medical,274.6,75.5,3,2,8.9,OWN,0
48,28151,2,684,29,9837,13.91,60,small_business,228.43,50.8,4,0,61.6,MORTGAGE,1
39,18000,5,692,15,17707,13.59,36,debt_consolidation,601.66,85.0,8,0,1.9,RENT,0
39,30421,2,737,18,11457,4.18,48,debt_consolidation,259.61,62.6,4,1,44.6,RENT,0
46,91886,14,750,21,11685,6.86,48,medical,279.05,3.6,6,0,36.199999999999996,OWN,0
34,47398,1,590,11,16197,12.15,60,debt_consolidation,361.52,50.7,3,3,41.199999999999996,MORTGAGE,1
59,98497,4,685,38,17144,8.04,36,small_business,537.55,21.3,5,3,36.4,OWN,0
40,33795,4,519,17,6089,7.17,60,medical,121.06,61.8,7,0,9.1,MORTGAGE,0
49,74926,1,744,26,3084,13.29,72,medical,62.38,23.3,4,1,21.8,RENT,0
59,31872,2,652,39,23860,6.69,48,debt_consolidation,567.93,74.0,4,0,6.9,MORTGAGE,0
54,27464,2,583,31,19879,19.93,48,home_improvement,604.18,82.3,7,0,12.6,RENT,0
25,45969,0,706,4,6910,16.38,60,debt_consolidation,169.44,85.0,9,0,22.6,MORTGAGE,1
47,32893,3,650,26,24474,9.15,36,auto,779.98,85.0,4,0,1.7000000000000002,RENT,1
52,19424,2,780,34,24443,15.0,24,home_improvement,1185.16,77.6,7,0,24.099999999999998,MORTGAGE,0
52,43941,0,608,27,14595,10.75,60,home_improvement,315.51,15.3,9,5,50.7,RENT,0
28,52253,2,850,8,71079,8.34,36,medical,2238.52,85.0,8,0,15.299999999999999,RENT,0
34,104926,2,748,11,43846,17.91,36,auto,1583.16,28.0,7,0,36.5,RENT,0
53,85998,0,783,28,13638,11.56,72,auto,263.52,31.1,3,1,43.1,MORTGAGE,0
32,101922,0,597,10,13817,6.42,48,debt_consolidation,327.16,21.1,4,1,20.8,MORTGAGE,0
38,75524,5,823,16,6499,11.84,84,debt_consolidation,114.17,25.7,4,3,29.5,RENT,0
60,59848,6,582,41,42502,16.71,24,debt_consolidation,2095.48,54.8,1,1,26.5,RENT,0
41,23450,14,663,20,21434,10.01,36,small_business,691.72,85.0,3,1,21.6,RENT,1
33,53633,0,784,8,32084,10.84,60,home_improvement,695.03,46.1,4,1,31.900000000000002,OWN,0
31,70127,0,720,13,4049,8.8,24,debt_consolidation,184.61,13.9,6,0,5.2,MORTGAGE,0
45,117531,0,580,24,31078,11.41,36,home_improvement,1023.5,16.9,7,1,31.5,MORTGAGE,0
26,73996,3,770,1,12622,6.09,72,debt_consolidation,209.72,41.6,8,1,29.099999999999998,OWN,0
39,103179,4,707,20,27146,6.82,60,small_business,535.22,25.2,3,1,11.1,RENT,0
45,26391,2,646,24,25974,8.63,36,debt_consolidation,821.5,82.6,4,1,55.300000000000004,RENT,1
57,40301,7,556,32,17774,10.67,36,home_improvement,579.12,43.6,4,0,5.3,MORTGAGE,0
50,63424,5,714,28,11068,14.45,48,education,304.95,29.6,4,1,7.3999999999999995,MORTGAGE,0
33,98377,21,666,13,23841,9.41,60,debt_consolidation,499.66,23.7,6,3,23.799999999999997,MORTGAGE,1
56,44930,0,692,35,10045,13.31,36,debt_consolidation,339.96,18.5,5,0,22.2,MORTGAGE,0
38,46654,0,553,15,37624,8.24,48,major_purchase,922.76,53.7,3,1,12.3,OWN,0
27,74034,1,646,5,10881,12.35,24,education,513.99,8.3,1,3,55.50000000000001,RENT,0
39,24946,0,718,17,18323,14.8,36,small_business,633.38,85.0,6,0,12.7,OWN,0
59,128597,13,830,40,10699,9.54,36,medical,342.92,23.9,3,1,35.0,RENT,0
43,28926,1,663,23,20153,11.41,36,auto,663.7,43.4,6,1,10.8,MORTGAGE,0
42,18000,4,795,17,8758,7.65,36,major_purchase,273.03,85.0,4,0,38.5,OWN,0
61,49317,1,742,36,10235,12.35,60,home_improvement,229.49,32.5,8,0,69.6,RENT,1
24,135818,1,698,5,89874,3.0,36,home_improvement,2613.64,27.5,7,5,14.099999999999998,RENT,0
26,69694,0,599,8,32563,3.5,60,major_purchase,592.38,26.5,10,0,13.5,MORTGAGE,0
22,76930,1,602,0,23356,12.29,48,auto,618.38,15.4,4,5,10.4,RENT,0
46,50253,4,729,26,25845,3.46,60,small_business,469.7,25.7,6,0,15.1,MORTGAGE,0
43,44737,17,637,25,22335,8.04,36,medical,700.31,55.2,5,0,32.800000000000004,MORTGAGE,0
60,19400,4,630,36,16945,15.61,84,small_business,332.81,85.0,5,2,67.5,MORTGAGE,1
44,18000,3,665,24,30629,13.46,36,medical,1038.81,85.0,4,3,5.3,OTHER,1
37,55147,0,666,15,10108,19.58,48,auto,305.33,53.3,1,0,11.4,RENT,0
42,107745,9,752,18,55098,10.3,60,auto,1178.82,32.5,5,0,21.2,MORTGAGE,0
43,60263,0,639,25,19618,9.67,48,auto,494.46,60.9,7,0,45.800000000000004,OWN,0
21,71264,11,744,1,31608,10.04,72,debt_consolidation,586.2,29.6,3,3,19.8,OWN,0
74,126782,3,715,50,54250,6.3,24,small_business,2411.73,28.0,6,0,35.699999999999996,RENT,0
48,59710,0,546,30,25434,9.15,48,small_business,634.74,35.3,5,1,48.6,MORTGAGE,0
44,45542,3,703,20,10225,4.96,48,small_business,235.29,74.5,5,1,67.7,RENT,0
49,29997,26,466,25,42348,14.69,48,auto,1171.93,70.2,3,0,53.0,RENT,1
50,164938,1,608,25,59120,12.95,36,auto,1990.56,27.7,4,0,63.6,OWN,0
40,67233,1,717,20,4616,5.36,36,debt_consolidation,139.09,12.5,5,0,28.9,RENT,0
34,27829,0,679,15,16792,7.34,60,debt_consolidation,335.2,57.8,6,0,10.0,RENT,1
49,24277,4,538,25,22114,11.56,24,debt_consolidation,1036.44,85.0,7,0,30.4,MORTGAGE,1
46,103967,0,590,27,14990,11.08,60,home_improvement,326.52,11.1,7,0,45.300000000000004,MORTGAGE,0
32,26305,7,471,14,7538,5.8,48,debt_consolidation,176.34,85.0,11,1,46.7,OWN,1
59,149089,12,572,37,9719,10.26,60,small_business,207.75,19.5,6,0,26.6,MORTGAGE,0
